Caption
*= Percentage change/share/price not interpretable or not calculable
**= Percentage change > 999.9 %
***= Provisional data

91 - Clocks and watches and parts thereof
Period	Commercial partner	Export	
		Value (CHF)	
	                  Cabo Verde	88,750	
	                  Cambodia	1,242,884	
	                  Cameroon	81,168	
	                  Canada	149,042,399	
	                  Cayman Islands	13,574,448	
	                  Central Africa	3,042	
	                  Ceuta	4,614,785	
	                  Chile	17,880,052	
	                  China	1,336,783,854	
	                  Colombia	22,924,123	
	                  Congo, Rep. of	1,531,252	
	                  Congo (RDC)	84,561	
	                  Costa Rica	7,074,795	
	                  Côte d'Ivoire	2,836,545	
	                  Croatia	6,573,223	
	                  Cuba	1,893,838	
	                  Curaçao	2,672,639	
	                  Cyprus	8,763,204	
	                  Czech Republic	34,268,717	
	                  Denmark	63,871,626	
	                  Djibouti	6,647	
	                  Dominica	122,714	
	                  Dominican Rep.	1,041,966	
	                  Ecuador	1,215,475	
	                  Egypt	36,094,793	
	                  El Salvador	313,374	
	                  Emirates, Arab	950,907,572	
	                  Estonia	5,811,420	
	                  Ethiopia	1,670,730	
	                  Fiji	72,279	
	                  Finland	49,586,559	
	                  Fr. Southern T.	2,243	
	                  France	1,225,682,144	
	                  Gabon	1,017,198	
	                  Georgia	4,045,056	
	                  Germany	1,232,957,954	
	                  Ghana	812,261	
	                  Gibraltar	1,546,677	
	                  Greece	89,065,532	
	                  Grenada	114,379	
	                  Guadeloupe	2,594,333	
	                  Guam	5,792,419	
	                  Guatemala	4,328,122	
	                  Guiana, French	39,932	
	                  Guinea	64,236	
	                  Guinea, Equat.	2,859,280	
	                  Guyana	20,854	
	                  Haiti	200,475	
	                  Holy See	31,825	
	                  Honduras	63,086	
	                  Hong Kong	3,178,995,384	
	                  Hungary	12,488,633	
	                  Iceland	4,180,912	
	                  India	123,121,424	
	                  Indonesia	11,884,738	
	                  Iran	45,221,131	
	                  Iraq	10,282,974	
	                  Ireland	2,892,426	
	                  Israel	77,134,132	
	                  Italy	1,315,895,927	
	                  Jamaica	7,243,789	
	                  Japan	1,305,465,339	
	                  Jordan	57,698,287	
	                  Kazakhstan	21,883,253	
	                  Kenya	1,406,940	
	                  Korea (North)	86,409	
	                  Korea (South)	638,180,913	
	                  Kosovo	86,454	
	                  Kuwait	128,287,131	
	                  Kyrgyz, Rep.	456,083	
	                  Laos	930,530	
	                  Latvia	5,259,839	
	                  Lebanon	61,279,874	
	                  Liberia	12,070,634	
	                  Libya	11,260,312	
	                  Lithuania	6,186,786	
	                  Luxembourg	14,474,599	
	                  Macau	11,842,427	
	                  Macedonia	1,697,725	
	                  Madagascar	87,280	
	                  Malaysia	92,852,418	
	                  Maldives	423,229	
	                  Malta	15,503,055	
	                  Mariana, North.	787	
	                  Martinique	285	
	                  Mauritius	3,650,905	
	                  Mexico	197,148,057	
	                  Moldova	1,226,196	
	                  Mongolia	509,101	
	                  Montenegro	370,017	
	                  Morocco	22,410,947	
	                  Myanmar	1,147,809	
	                  Namibia	3,881	
	                  Nauru	9,170	
	                  Nepal	3,935,120	
	                  Netherlands	240,669,305	
	                  New Caledonia	61,993	
	                  New Zealand	9,328,554	
	                  Nicaragua	25,319	
	                  Niger	1,500	
	                  Nigeria	16,529,805	
	                  Norway	37,233,642	
	                  Oman	51,741,314	
	                  Pakistan	19,193,066	
	                  Panama	58,859,357	
	                  Papua	21,324	
	                  Paraguay	2,984,622	
	                  Peru	22,743,053	
	                  Philippines	40,763,376	
	                  Poland	49,510,841	
	                  Polynesia, Fr.	17,178	
	                  Portugal	145,465,908	
	                  Qatar	171,015,426	
	                  Réunion	676,303	
	                  Romania	13,585,785	
	                  Russia	196,362,951	
	                  Rwanda	49,102	
	                  San Marino	229,950	
	                  Saudi Arabia	435,460,441	
	                  Senegal	588,121	
	                  Serbia	17,173,355	
	                  Seychelles	30,898,646	
	                  Sierra Leone	1,985	
	                  Singapore	1,130,894,198	
	                  Slovakia	11,848,133	
	                  Slovenia	18,740,440	
	                  South Africa	58,510,634	
	                  Spain	495,165,993	
	                  Sri Lanka	4,954,792	
	                  St Barthélemy	4,300,903	
	                  St Kitts	1,734,278	
	                  St Lucia	3,098,340	
	                  St Maarten (NL)	17,116,171	
	                  St Vincent	95,769	
	                  Sudan	9,430	
	                  Suriname	105,981	
	                  Sweden	102,056,889	
	                  Syria	8,542	
	                  Taiwan	429,896,593	
	                  Tajikistan	639,479	
	                  Tanzania	81,237	
	                  Thailand	281,560,891	
	                  Togo	526	
	                  Trinidad	41,332	
	                  Tunisia	9,533,489	
	                  Turkey	121,125,400	
	                  Turkmenistan	3,596,076	
	                  Turks	2,563,865	
	                  Uganda	3,250	
	                  Ukraine	15,776,428	
	                  United Kingdom	1,162,985,220	
	                  Uruguay	20,913,086	
	                  USA	2,359,094,108	
	                  Uzbekistan	2,860,214	
	                  Vanuatu	5,100	
	                  Venezuela	32,816,012	
	                  Viet Nam	20,536,368	
	                  Yemen	875,355	
	                  Zambia	35,868	
	                  Zimbabwe	19,330	
2016***	                  Afghanistan	5,399	
	                  Albania	993,147	
	                  Algeria	3,003,801	
	                  Am. Oceania	42,542	
	                  Amer. Virgin	17,776,404	
	                  Andorra	1,779,894	
	                  Angola	815,585	
	                  Anguilla	18,365	
	                  Antigua	1,517,771	
	                  Argentina	48,152,355	
	                  Armenia	3,573,124	
	                  Aruba	8,640,624	
	                  Australia	211,456,941	
	                  Austria	303,234,676	
	                  Azerbaijan	10,082,796	
	                  Bahamas	11,392,870	
	                  Bahrain	90,862,742	
	                  Bangladesh	1,281,310	
	                  Barbados	3,532,951	
	                  Belarus	2,094,174	
	                  Belgium	112,812,524	
	                  Belize	991,616	
	                  Bermuda	2,569,164	
	                  Bhutan	30,377	
	                  Bolivia	1,275,481	
	                  Bonaire	380,866	
	                  Bosnia-Herzeg.	862,900	
	                  Botswana	21,107	
	                  Brazil	26,591,605	
	                  Brit. Virgin	11,202,752	
	                  Brunei	153,544	
	                  Bulgaria	11,849,756	
	                  Burundi	216	
	                  Cabo Verde	56,285	
	                  Cambodia	697,853	
	                  Cameroon	29,653	
	                  Canada	162,965,628	
	                  Canary Islands	48,345	
	                  Cayman Islands	12,360,960	
	                  Ceuta	2,940,205	
	                  Chile	18,105,311	
	                  China	1,293,337,604	
	                  Colombia	21,724,990	
	                  Congo, Rep. of	518,551	
	                  Congo (RDC)	42,338	
	                  Costa Rica	9,161,573	
	                  Côte d'Ivoire	3,543,686	
	                  Croatia	7,890,403	
	                  Cuba	2,719,941	
	                  Curaçao	2,156,499	
	                  Cyprus	10,668,568	
	                  Czech Republic	37,550,849	
	                  Denmark	59,357,258	
	                  Djibouti	9,844	
	                  Dominica	393,217	
	                  Dominican Rep.	2,859,855	
	                  East Timor	46,659	
	                  Ecuador	815,153	
	                  Egypt	32,999,511	
	                  El Salvador	210,458	
	                  Emirates, Arab	923,517,196	
	                  Eritrea	333	
	                  Estonia	5,790,537	
	                  Ethiopia	1,191,005	
	                  Fiji	234,400	
	                  Finland	47,462,829	
	                  Fr. Southern T.	7,402	
	                  France	985,777,073	
	                  Gabon	123,140	
	                  Georgia	4,607,879	
	                  Germany	1,099,735,675	
	                  Ghana	83,887	
	                  Gibraltar	1,211,038	
	                  Greece	75,971,962	
	                  Grenada	179,900	
	                  Guadeloupe	1,614,990	
	                  Guam	7,776,156	
	                  Guatemala	3,119,138	
	                  Guiana, French	44,081	
	                  Guinea	65,852	
	                  Guinea, Equat.	1,142,084	
	                  Guyana	10,818	
	                  Haiti	30,760	
	                  Holy See	29,682	
	                  Honduras	254,666	
	                  Hong Kong	2,382,628,649	
	                  Hungary	15,468,292	
	                  Iceland	4,789,784	
	                  India	107,084,324	
